TLID	FEDIRP	FENAME	FETYPE	FEDIRS	FRADDL	TOADDL	FRADDR	TOADDR	coords
184646136	N	Els	St		900.0	998.0	901.0	999.0	[[24.900165000000015, 36.059921], [24.899565000000024, 36.058921]]
184646137	N	Livaniou	St		600.0	798.0	601.0	799.0	[[24.902965000000023, 36.058921], [24.900165000000015, 36.059921]]
184646138	N	Acera	St		1200.0	1298.0	1201.0	1299.0	[[24.895465000000016, 36.058021], [24.894865000000024, 36.057121]]
184646139	N	Maskin	St		900.0	998.0	901.0	999.0	[[24.89686500000002, 36.057621], [24.895465000000016, 36.058021]]
184646140	N	Acera	St		1300.0	1398.0	1301.0	1399.0	[[24.894865000000024, 36.057121], [24.89426500000002, 36.056221]]
184646141	N	Menelaou	St		900.0	998.0	901.0	999.0	[[24.896265000000014, 36.056720999999996], [24.894865000000024, 36.057121]]
184646142	N	Ermou	St		1400.0	1498.0	1401.0	1499.0	[[24.89556500000002, 36.055821], [24.895065000000017, 36.054921]]
184646143	N	Schaber	Ave		800.0	898.0	801.0	899.0	[[24.896965000000023, 36.055321], [24.89556500000002, 36.055821]]
184646144	N	Ermou	St		1300.0	1398.0	1301.0	1399.0	[[24.896265000000014, 36.056720999999996], [24.89556500000002, 36.055821]]
184646145	N	Menelaou	St		800.0	898.0	801.0	899.0	[[24.897665000000018, 36.056221], [24.896265000000014, 36.056720999999996]]
184646146	N	Ermou	St		1200.0	1298.0	1201.0	1299.0	[[24.89686500000002, 36.057621], [24.896265000000014, 36.056720999999996]]
184646147	N	Maskin	St		800.0	898.0	801.0	899.0	[[24.898265000000023, 36.057121], [24.89686500000002, 36.057621]]
184646148	N	Ermou	St		1100.0	1198.0	1101.0	1199.0	[[24.897465000000025, 36.058521], [24.89686500000002, 36.057621]]
184646149	N	Madeg	St		800.0	898.0	801.0	899.0	[[24.898865000000015, 36.058021], [24.897465000000025, 36.058521]]
184646150	N	Els	St		1300.0	1398.0	1301.0	1399.0	[[24.897665000000018, 36.056221], [24.896965000000023, 36.055321]]
184646151	N	Menelaou	St		700.0	798.0	701.0	799.0	[[24.89906500000002, 36.055821], [24.897665000000018, 36.056221]]
184646152	N	Ermou	St		1500.0	1598.0	1501.0	1599.0	[[24.895065000000017, 36.054921], [24.894365000000022, 36.054021]]
184646153	N	Honoliau	Ave		800.0	898.0	801.0	901.0	[[24.89646500000002, 36.054521], [24.895065000000017, 36.054921]]
184646154	N	Jac	St		700.0	798.0	601.0	799.0	[[24.895365000000012, 36.052020999999996], [24.895065000000017, 36.052721]]
184646155	N	Els	St		1600.0	1698.0	1601.0	1699.0	[[24.895765000000026, 36.053520999999996], [24.895065000000017, 36.052721]]
184646156	N	Evripidou	Ave		700.0	798.0	701.0	799.0	[[24.897165000000015, 36.053121], [24.895765000000026, 36.053520999999996]]
184646157	N	Els	St		1400.0	1498.0	1401.0	1499.0	[[24.896965000000023, 36.055321], [24.89646500000002, 36.054521]]
184646158	N	Schaber	Ave		700.0	798.0	701.0	799.0	[[24.898365000000013, 36.054921], [24.896965000000023, 36.055321]]
184646159	N	Els	St		1500.0	1598.0	1501.0	1599.0	[[24.89646500000002, 36.054521], [24.895765000000026, 36.053520999999996]]
184646160	N	Honoliau	Ave		700.0	798.0	701.0	799.0	[[24.897865000000024, 36.054021], [24.89646500000002, 36.054521]]
184646161	N	Eleftherias	St		1500.0	1598.0	1501.0	1599.0	[[24.897865000000024, 36.054021], [24.897165000000015, 36.053121]]
184646162	N	Honoliau	Ave		600.0	698.0	601.0	699.0	[[24.899265000000014, 36.053621], [24.897865000000024, 36.054021]]
184646163	N	Siarad	Ave		644.0	898.0	851.0	899.0	[[24.897165000000015, 36.052421], [24.896965000000023, 36.052821]]
184646164	N	Eleftherias	St		1600.0	1698.0	1601.0	1699.0	[[24.897165000000015, 36.053121], [24.896965000000023, 36.052821]]
184646165	N	Evripidou	Ave		600.0	698.0	601.0	699.0	[[24.898465000000016, 36.052621], [24.897165000000015, 36.053121]]
184646166	N	Kikladon	Ave		700.0	798.0	701.0	805.0	[[24.897165000000015, 36.052421], [24.896365000000017, 36.052321], [24.895065000000017, 36.052721]]
184646167	N	Siarad	Ave		630.0	642.0	631.0	849.0	[[24.897165000000015, 36.051921], [24.897165000000015, 36.052421]]
184646168	N	Els	St		1100.0	1198.0	1101.0	1199.0	[[24.898865000000015, 36.058021], [24.898265000000023, 36.057121]]
184646169	N	Madeg	St		700.0	798.0	701.0	799.0	[[24.90026500000002, 36.057521], [24.898865000000015, 36.058021]]
184646170	N	Els	St		1200.0	1298.0	1201.0	1299.0	[[24.898265000000023, 36.057121], [24.897665000000018, 36.056221]]
184646171	N	Maskin	St		700.0	798.0	701.0	799.0	[[24.899665000000013, 36.056720999999996], [24.898265000000023, 36.057121]]
184646172	N	Eleftherias	St		1300.0	1398.0	1301.0	1399.0	[[24.89906500000002, 36.055821], [24.898365000000013, 36.054921]]
184646173	N	Menelaou	St		600.0	698.0	601.0	699.0	[[24.900465000000025, 36.055321], [24.89906500000002, 36.055821]]
184646174	N	Eleftherias	St		1100.0	1198.0	1101.0	1199.0	[[24.90026500000002, 36.057521], [24.899665000000013, 36.056720999999996]]
184646175	N	Madeg	St		600.0	698.0	601.0	699.0	[[24.901665000000023, 36.057121], [24.90026500000002, 36.057521]]
184646176	N	Eleftherias	St		1000.0	1098.0	1001.0	1099.0	[[24.900965000000014, 36.058421], [24.90026500000002, 36.057521]]
184646177	N	Livit	St		600.0	702.0	601.0	699.0	[[24.902265000000014, 36.058021], [24.900965000000014, 36.058421]]
184646178	N	Eleftherias	St		1200.0	1298.0	1201.0	1299.0	[[24.899665000000013, 36.056720999999996], [24.89906500000002, 36.055821]]
184646179	N	Maskin	St		600.0	698.0	601.0	699.0	[[24.901065000000017, 36.056221], [24.899665000000013, 36.056720999999996]]
184646180	N	Eira	St		1200.0	1298.0	1201.0	1299.0	[[24.901065000000017, 36.056221], [24.900465000000025, 36.055321]]
184646181	N	Maskin	St		500.0	598.0	501.0	599.0	[[24.90246500000002, 36.055721], [24.901065000000017, 36.056221]]
184646182	N	Eleftherias	St		1400.0	1498.0	1401.0	1499.0	[[24.898365000000013, 36.054921], [24.897865000000024, 36.054021]]
184646183	N	Schaber	Ave		600.0	698.0	601.0	699.0	[[24.89986500000002, 36.054421], [24.898365000000013, 36.054921]]
184646184	N	Eira	St		1600.0	1698.0	1601.0	1699.0	[[24.898465000000016, 36.052621], [24.897965000000013, 36.051721]]
184646185	N	Evripidou	Ave		500.0	598.0	501.0	599.0	[[24.900065000000012, 36.052221], [24.898465000000016, 36.052621]]
184646186	N	Eira	St		1500.0	1598.0	1501.0	1599.0	[[24.899265000000014, 36.053621], [24.898465000000016, 36.052621]]
184646187	N	Honoliau	Ave		500.0	598.0	501.0	599.0	[[24.900565000000014, 36.053221], [24.899265000000014, 36.053621]]
184646188	N	Eira	St		1400.0	1498.0	1401.0	1499.0	[[24.89986500000002, 36.054421], [24.899265000000014, 36.053621]]
184646189	N	Schaber	Ave		500.0	598.0	501.0	599.0	[[24.90116500000002, 36.054021], [24.89986500000002, 36.054421]]
184646190	N	Eira	St		1300.0	1398.0	1301.0	1399.0	[[24.900465000000025, 36.055321], [24.89986500000002, 36.054421]]
184646191	N	Menelaou	St		500.0	598.0	501.0	599.0	[[24.901765000000026, 36.054921], [24.900465000000025, 36.055321]]
184646192	N	Edessis	St		1400.0	1498.0	1401.0	1501.0	[[24.90116500000002, 36.054021], [24.900565000000014, 36.053221]]
184646193	N	Schaber	Ave		400.0	498.0	401.0	499.0	[[24.902665000000013, 36.053520999999996], [24.90116500000002, 36.054021]]
184646194	N	Honoliau	Ave		400.0	498.0	401.0	499.0	[[24.901365000000013, 36.052921], [24.900565000000014, 36.053221]]
184646195	N	Edessis	St		1500.0	1598.0	1503.0	1599.0	[[24.900565000000014, 36.053221], [24.900065000000012, 36.052221]]
184646200	N	Florinis	Rd		201.0	299.0	200.0	298.0	[[24.903465000000025, 36.066421], [24.903165000000016, 36.065521]]
184646201	N	Sina	Way		899.0	801.0	898.0	800.0	[[24.903465000000025, 36.066421], [24.904797000000016, 36.066271]]
184646202	N	Florinis	Rd		300.0	398.0	301.0	399.0	[[24.903165000000016, 36.065521], [24.903565000000015, 36.064220999999996]]
184646203	N	Goffi	St		700.0	898.0	701.0	899.0	[[24.90546500000002, 36.064721], [24.903165000000016, 36.065521]]
184646205	N	Sannan	Pky		522.0	798.0	523.0	799.0	[[24.909365000000022, 36.065221], [24.905534000000017, 36.067183]]
184646206	N	Sina	Way		799.0	701.0	798.0	700.0	[[24.904797000000016, 36.066271], [24.906165000000016, 36.065621]]
184646207									[[24.904797000000016, 36.066271], [24.905301000000023, 36.066729]]
184646209	N	Eleftherias	St		200.0	298.0	201.0	299.0	[[24.906165000000016, 36.065621], [24.90546500000002, 36.064721]]
184646210	N	Sina	Way		600.0	698.0	625.0	699.0	[[24.90756500000002, 36.065121], [24.906165000000016, 36.065621]]
184646221	N	Tackan	Ave		800.0	812.0	801.0	849.0	[[24.902365000000017, 36.062421], [24.901782000000026, 36.062595]]
184646222		Talande	Rd		832.0	898.0	863.0	899.0	[[24.90206500000002, 36.063021], [24.901782000000026, 36.062595]]
184646223		Talande	Rd		700.0	830.0	701.0	861.0	[[24.903965000000014, 36.062521], [24.90206500000002, 36.063021]]
184646224	N	Els	St		600.0	698.0	601.0	699.0	[[24.902365000000017, 36.062421], [24.901545000000013, 36.061594]]
184646225	N	Tackan	Ave		626.0	798.0	625.0	799.0	[[24.904665000000023, 36.061821], [24.902365000000017, 36.062421]]
184646226	N	Florinis	Rd		401.0	499.0	400.0	498.0	[[24.903565000000015, 36.064220999999996], [24.903965000000014, 36.062521]]
184646227	N	Horace	St		700.0	798.0	701.0	799.0	[[24.90496500000002, 36.063821], [24.903565000000015, 36.064220999999996]]
184646228	N	Eleftherias	St		500.0	598.0	501.0	599.0	[[24.904365000000013, 36.062921], [24.903965000000014, 36.062521]]
184646229	N	Irinis	St		600.0	698.0	601.0	699.0	[[24.905665000000013, 36.062521], [24.904365000000013, 36.062921]]
184646230	N	Florinis	Rd		501.0	599.0	500.0	598.0	[[24.903965000000014, 36.062521], [24.904665000000023, 36.061821]]
184646231	N	Els	St				701.0	799.0	[[24.901545000000013, 36.061594], [24.900865000000024, 36.060721]]
184646232	N	Karanteg	St		600.0	798.0	601.0	799.0	[[24.904265000000024, 36.060721], [24.901545000000013, 36.061594]]
184646233	N	Eira	St		700.0	798.0	701.0	799.0	[[24.904265000000024, 36.060721], [24.903665000000018, 36.059921]]
184646234	N	Karanteg	St		500.0	598.0	501.0	599.0	[[24.905565000000024, 36.060321], [24.904265000000024, 36.060721]]
184646235	N	Eira	St		900.0	998.0	901.0	999.0	[[24.902965000000023, 36.058921], [24.902265000000014, 36.058021]]
184646236	N	Livaniou	St		500.0	598.0	501.0	599.0	[[24.904365000000013, 36.058421], [24.902965000000023, 36.058921]]
184646237	N	Eira	St		800.0	898.0	801.0	899.0	[[24.903665000000018, 36.059921], [24.902965000000023, 36.058921]]
184646238	N	Zefirou	Ave		500.0	598.0	501.0	599.0	[[24.90496500000002, 36.059421], [24.903665000000018, 36.059921]]
184646239	N	Eleftherias	St		300.0	498.0	401.0	499.0	[[24.90496500000002, 36.063821], [24.904365000000013, 36.062921]]
184646240	N	Horace	St		600.0	698.0	601.0	699.0	[[24.906365000000022, 36.063321], [24.90496500000002, 36.063821]]
184646241	N	Eleftherias	St				301.0	399.0	[[24.90546500000002, 36.064721], [24.90496500000002, 36.063821]]
184646242	N	Goffi	St		600.0	698.0	601.0	699.0	[[24.907065000000017, 36.064321], [24.90546500000002, 36.064721]]
184646243	N	Irinis	St		500.0	598.0	501.0	599.0	[[24.90716500000002, 36.062021], [24.905665000000013, 36.062521]]
184646244	N	Eira	St		500.0	598.0	501.0	599.0	[[24.905665000000013, 36.062521], [24.90496500000002, 36.061721]]
184646245	N	Eira	St		200.0	298.0	201.0	299.0	[[24.90756500000002, 36.065121], [24.907065000000017, 36.064321]]
184646246	N	Sina	Way		500.0	598.0	501.0	623.0	[[24.908765000000017, 36.064220999999996], [24.90756500000002, 36.065121]]
184646247	N	Eira	St		300.0	398.0	301.0	399.0	[[24.907065000000017, 36.064321], [24.906365000000022, 36.063321]]
184646248	N	Goffi	St		500.0	598.0	501.0	599.0	[[24.90846500000002, 36.063821], [24.907065000000017, 36.064321]]
184646249	N	Eira	St		412.0	498.0	401.0	499.0	[[24.906365000000022, 36.063321], [24.905665000000013, 36.062521]]
184646250	N	Horace	St		500.0	598.0	501.0	599.0	[[24.907765000000026, 36.062921], [24.906365000000022, 36.063321]]
184646251	N	Edessis	St		500.0	598.0	501.0	599.0	[[24.90716500000002, 36.062021], [24.906365000000022, 36.061220999999996]]
184646252	N	Irinis	St		400.0	498.0	401.0	499.0	[[24.908265000000014, 36.061721], [24.90716500000002, 36.062021]]
184646253	N	Tackan	Ave		600.0	624.0	601.0	623.0	[[24.90496500000002, 36.061721], [24.904665000000023, 36.061821]]
184646254	N	Eira	St		600.0	698.0	601.0	699.0	[[24.90496500000002, 36.061721], [24.904265000000024, 36.060721]]
184646255	N	Tackan	Ave		500.0	598.0	501.0	599.0	[[24.906365000000022, 36.061220999999996], [24.90496500000002, 36.061721]]
184646256	N	Zefirou	Ave		400.0	498.0	401.0	499.0	[[24.906365000000022, 36.059021], [24.90496500000002, 36.059421]]
184646257	N	Edessis	St		800.0	898.0	801.0	899.0	[[24.90496500000002, 36.059421], [24.904365000000013, 36.058421]]
184646258	N	Edessis	St		700.0	798.0	701.0	799.0	[[24.905565000000024, 36.060321], [24.90496500000002, 36.059421]]
184646259	N	Karanteg	St		400.0	498.0	401.0	499.0	[[24.906965000000014, 36.059821], [24.905565000000024, 36.060321]]
184646260	N	Edessis	St		600.0	698.0	601.0	699.0	[[24.906365000000022, 36.061220999999996], [24.905565000000024, 36.060321]]
184646261	N	Tackan	Ave		400.0	498.0	401.0	499.0	[[24.907665000000023, 36.060821], [24.906365000000022, 36.061220999999996]]
184646262	N	Dimitriou	St		800.0	898.0	801.0	899.0	[[24.906365000000022, 36.059021], [24.905665000000013, 36.058021]]
184646263	N	Zefirou	Ave		300.0	398.0	301.0	399.0	[[24.907765000000026, 36.058521], [24.906365000000022, 36.059021]]
184646264	N	Dimitriou	St		700.0	798.0	701.0	799.0	[[24.906965000000014, 36.059821], [24.906365000000022, 36.059021]]
184646265	N	Karanteg	St		300.0	398.0	301.0	399.0	[[24.908365000000018, 36.059421], [24.906965000000014, 36.059821]]
184646266	N	Eira	St		1000.0	1098.0	1001.0	1099.0	[[24.902265000000014, 36.058021], [24.901665000000023, 36.057121]]
184646267	N	Livit	St		500.0	598.0	501.0	599.0	[[24.903665000000018, 36.057621], [24.902265000000014, 36.058021]]
184646268	N	Eira	St		1100.0	1198.0	1101.0	1199.0	[[24.901665000000023, 36.057121], [24.901065000000017, 36.056221]]
184646269	N	Madeg	St		500.0	598.0	501.0	599.0	[[24.902965000000023, 36.056720999999996], [24.901665000000023, 36.057121]]
184646270	N	Edessis	St		1200.0	1298.0	1201.0	1299.0	[[24.90246500000002, 36.055721], [24.901765000000026, 36.054921]]
184646271	N	Maskin	St		400.0	498.0	401.0	499.0	[[24.903865000000025, 36.055421], [24.90246500000002, 36.055721]]
184646272	N	Edessis	St		900.0	998.0	901.0	999.0	[[24.904365000000013, 36.058421], [24.903665000000018, 36.057621]]
184646273	N	Livaniou	St		400.0	498.0	401.0	499.0	[[24.905665000000013, 36.058021], [24.904365000000013, 36.058421]]
184646274	N	Edessis	St		1000.0	1098.0	1001.0	1099.0	[[24.903665000000018, 36.057621], [24.902965000000023, 36.056720999999996]]
184646275	N	Livit	St		400.0	498.0	401.0	499.0	[[24.90506500000002, 36.057121], [24.903665000000018, 36.057621]]
184646276	N	Edessis	St		1100.0	1198.0	1101.0	1199.0	[[24.902965000000023, 36.056720999999996], [24.90246500000002, 36.055721]]
184646277	N	Madeg	St		400.0	498.0	403.0	499.0	[[24.904465000000016, 36.056221], [24.902965000000023, 36.056720999999996]]
184646278	N	Edessis	St		1300.0	1398.0	1301.0	1399.0	[[24.901765000000026, 36.054921], [24.90116500000002, 36.054021]]
184646279	N	Menelaou	St		400.0	498.0	401.0	499.0	[[24.903165000000016, 36.054421], [24.901765000000026, 36.054921]]
184646280	S	Honoliau	Ave		401.0	499.0	400.0	508.0	[[24.901365000000013, 36.052921], [24.901365000000013, 36.052421]]
184646281		Ipsilantou	Ave		1500.0	1598.0	1503.0	1599.0	[[24.901365000000013, 36.052921], [24.900065000000012, 36.052221]]
184646282	S	Edessis	St		1500.0	1598.0	1501.0	1599.0	[[24.901365000000013, 36.052421], [24.900065000000012, 36.052221]]
184646283	S	Honoliau	Ave		501.0	599.0	510.0	598.0	[[24.901365000000013, 36.052421], [24.90156500000002, 36.051421]]
184646284		Ipsilantou	Ave		1400.0	1498.0	1401.0	1501.0	[[24.902665000000013, 36.053520999999996], [24.901365000000013, 36.052921]]
184646285	S	Schaber	Ave		401.0	499.0	400.0	498.0	[[24.902665000000013, 36.053520999999996], [24.902765000000016, 36.052521]]
184646286	S	Edessis	St		1400.0	1498.0	1401.0	1499.0	[[24.902765000000016, 36.052521], [24.901365000000013, 36.052421]]
184646287	S	Schaber	Ave		501.0	599.0	500.0	598.0	[[24.902765000000016, 36.052521], [24.902965000000023, 36.051521]]
184646288	N	Dimitriou	St		1300.0	1398.0	1301.0	1399.0	[[24.903165000000016, 36.054421], [24.902665000000013, 36.053520999999996]]
184646289	N	Menelaou	St		300.0	398.0	301.0	399.0	[[24.903965000000014, 36.054221], [24.903165000000016, 36.054421]]
184646290	N	Dimitriou	St		1200.0	1298.0	1201.0	1299.0	[[24.903865000000025, 36.055421], [24.903165000000016, 36.054421]]
184646291	N	Maskin	St		300.0	398.0	301.0	399.0	[[24.905265000000014, 36.054921], [24.903865000000025, 36.055421]]
184646292		Ipsilantou	Ave		1301.0	1399.0	1300.0	1398.0	[[24.903965000000014, 36.054221], [24.902665000000013, 36.053520999999996]]
184646293	S	Menelaou	St		301.0	399.0	300.0	408.0	[[24.903965000000014, 36.054221], [24.903965000000014, 36.053721]]
184646294	S	Dimitriou	St		1300.0	1398.0	1301.0	1399.0	[[24.903965000000014, 36.053721], [24.902665000000013, 36.053520999999996]]
184646295	S	Menelaou	St		401.0	499.0	410.0	498.0	[[24.903965000000014, 36.053721], [24.904265000000024, 36.052721]]
184646296	S	Edessis	St		1300.0	1398.0	1301.0	1399.0	[[24.904265000000024, 36.052721], [24.902765000000016, 36.052521]]
184646297	S	Menelaou	St		501.0	599.0	500.0	598.0	[[24.904265000000024, 36.052721], [24.904465000000016, 36.051621]]
184646298	N	Dimitriou	St		900.0	998.0	901.0	999.0	[[24.905665000000013, 36.058021], [24.90506500000002, 36.057121]]
184646299	N	Livaniou	St		300.0	398.0	301.0	399.0	[[24.907065000000017, 36.057521], [24.905665000000013, 36.058021]]
184646300	N	Dimitriou	St		1000.0	1098.0	1001.0	1099.0	[[24.90506500000002, 36.057121], [24.904465000000016, 36.056221]]
184646301	N	Livit	St		300.0	398.0	301.0	399.0	[[24.906465000000026, 36.056621], [24.90506500000002, 36.057121]]
184646302	N	Dimitriou	St		1100.0	1198.0	1101.0	1199.0	[[24.904465000000016, 36.056221], [24.903865000000025, 36.055421]]
184646303	N	Madeg	St		300.0	398.0	301.0	401.0	[[24.905765000000017, 36.055821], [24.904465000000016, 36.056221]]
184646304	N	Bulevar	St		1100.0	1198.0	1101.0	1199.0	[[24.905765000000017, 36.055821], [24.905265000000014, 36.054921]]
184646305	N	Madeg	St		2.0	298.0	1.0	299.0	[[24.906565000000015, 36.055521], [24.905765000000017, 36.055821]]
184646306	N	Bulevar	St		900.0	998.0	901.0	999.0	[[24.907065000000017, 36.057521], [24.906465000000026, 36.056621]]
184646307	N	Livaniou	St		200.0	298.0	201.0	299.0	[[24.90846500000002, 36.057121], [24.907065000000017, 36.057521]]
184646308	N	Bulevar	St		1000.0	1098.0	1001.0	1099.0	[[24.906465000000026, 36.056621], [24.905765000000017, 36.055821]]
184646309	N	Livit	St		2.0	298.0	1.0	299.0	[[24.907865000000015, 36.056221], [24.906465000000026, 36.056621]]
184646310		Ipsilantou	Ave		1200.0	1298.0	1201.0	1299.0	[[24.905265000000014, 36.054921], [24.903965000000014, 36.054221]]
184646311	S	Maskin	St		301.0	399.0	300.0	398.0	[[24.905265000000014, 36.054921], [24.90546500000002, 36.053821]]
184646312	S	Dimitriou	St		1200.0	1298.0	1201.0	1299.0	[[24.90546500000002, 36.053821], [24.903965000000014, 36.053721]]
184646313	S	Maskin	St		401.0	499.0	400.0	498.0	[[24.90546500000002, 36.053821], [24.905765000000017, 36.052921]]
184646314	S	Edessis	St		1200.0	1298.0	1201.0	1299.0	[[24.905765000000017, 36.052921], [24.904265000000024, 36.052721]]
184646315	S	Maskin	St		501.0	599.0	500.0	598.0	[[24.905765000000017, 36.052921], [24.905965000000023, 36.051821]]
184646316		Ipsilantou	Ave		1100.0	1198.0	1101.0	1199.0	[[24.906565000000015, 36.055521], [24.905265000000014, 36.054921]]
184646317		Narwhal	Way		201.0	299.0	200.0	298.0	[[24.906565000000015, 36.055521], [24.906665000000018, 36.055020999999996]]
184646320	S	Edessis	St		1100.0	1198.0	1101.0	1199.0	[[24.907065000000017, 36.053021], [24.905765000000017, 36.052921]]
184646321		Narwhal	Way		501.0	599.0	500.0	598.0	[[24.907065000000017, 36.053021], [24.907365000000013, 36.052020999999996]]
184646322	N	Edessis	St		200.0	298.0	201.0	299.0	[[24.908765000000017, 36.064220999999996], [24.90846500000002, 36.063821]]
184646323	N	Sina	Way		414.0	498.0	405.0	499.0	[[24.909365000000022, 36.063521], [24.908765000000017, 36.064220999999996]]
184646324	N	Edessis	St		300.0	398.0	301.0	399.0	[[24.90846500000002, 36.063821], [24.907765000000026, 36.062921]]
184646325	N	Goffi	St		400.0	498.0	401.0	499.0	[[24.909365000000022, 36.063521], [24.90846500000002, 36.063821]]
184646326	N	Edessis	St		400.0	498.0	401.0	499.0	[[24.907765000000026, 36.062921], [24.90716500000002, 36.062021]]
184646327	N	Horace	St		400.0	498.0	401.0	499.0	[[24.909065000000012, 36.062421], [24.907765000000026, 36.062921]]
184646328	N	Horace	St		300.0	398.0	301.0	399.0	[[24.909965000000014, 36.062121], [24.909065000000012, 36.062421]]
184646329	N	Dimitriou	St		400.0	498.0	401.0	499.0	[[24.909065000000012, 36.062421], [24.908265000000014, 36.061721]]
184646330	N	Sina	Way		400.0	412.0	401.0	403.0	[[24.909565000000015, 36.063121], [24.909365000000022, 36.063521]]
184646331	N	Dimitriou	St		300.0	398.0	301.0	399.0	[[24.909565000000015, 36.063121], [24.909065000000012, 36.062421]]
184646332	N	Sina	Way		314.0	398.0	351.0	399.0	[[24.909965000000014, 36.062121], [24.909565000000015, 36.063121]]
184646333	N	Sina	Way		300.0	312.0	301.0	349.0	[[24.909865000000025, 36.061621], [24.909965000000014, 36.062121]]
184646334	N	Dimitriou	St		500.0	598.0	501.0	599.0	[[24.908265000000014, 36.061721], [24.907665000000023, 36.060821]]
184646335	N	Irinis	St		300.0	398.0	301.0	399.0	[[24.909665000000018, 36.061220999999996], [24.908265000000014, 36.061721]]
184646336	N	Dimitriou	St		600.0	698.0	601.0	699.0	[[24.907665000000023, 36.060821], [24.906965000000014, 36.059821]]
184646337		Tackan	Ave		300.0	398.0	301.0	399.0	[[24.908965000000023, 36.060321], [24.907665000000023, 36.060821]]
184646338	N	Karanteg	St		200.0	298.0	201.0	299.0	[[24.909665000000018, 36.058921], [24.908365000000018, 36.059421]]
184646339	N	Bulevar	St		700.0	798.0	701.0	799.0	[[24.908365000000018, 36.059421], [24.907765000000026, 36.058521]]
184646340	N	Bulevar	St		600.0	698.0	601.0	699.0	[[24.908965000000023, 36.060321], [24.908365000000018, 36.059421]]
184646341	N	Tackan	Ave		200.0	298.0	201.0	299.0	[[24.908965000000023, 36.060321]]
184646342	N	Bulevar	St		450.0	498.0	451.0	499.0	[[24.909865000000025, 36.061621], [24.909665000000018, 36.061220999999996]]
184646343	N	Bulevar	St		500.0	598.0	501.0	599.0	[[24.909665000000018, 36.061220999999996], [24.908965000000023, 36.060321]]
184646344	N	Astrous	St		700.0	798.0	701.0	799.0	[[24.909665000000018, 36.058921], [24.909065000000012, 36.058021]]
184646345	N	Karanteg	St		100.0	198.0	101.0	199.0	[[24.909665000000018, 36.058921]]
184646346	N	Astrous	St		600.0	698.0	601.0	699.0	[[24.909665000000018, 36.058921]]
184646365	N	Bulevar	St		800.0	898.0	801.0	899.0	[[24.907765000000026, 36.058521], [24.907065000000017, 36.057521]]
184646366	N	Zefirou	Ave		200.0	298.0	201.0	299.0	[[24.909065000000012, 36.058021], [24.907765000000026, 36.058521]]
184646367	N	Astrous	St		800.0	898.0	801.0	899.0	[[24.909065000000012, 36.058021], [24.90846500000002, 36.057121]]
184646368	N	Zefirou	Ave		100.0	198.0	101.0	199.0	[[24.909065000000012, 36.058021]]
184646369		Ipsilantou	Ave		1000.0	1098.0	1001.0	1099.0	[[24.907865000000015, 36.056221], [24.906565000000015, 36.055521]]
184646370	S	Livit	St		149.0	299.0	148.0	298.0	[[24.907865000000015, 36.056221], [24.908065000000022, 36.055221]]
184646371	N	Astrous	St		900.0	998.0	901.0	999.0	[[24.90846500000002, 36.057121], [24.907865000000015, 36.056221]]
184646372	N	Livaniou	St		100.0	198.0	101.0	199.0	[[24.909065000000012, 36.056821], [24.90846500000002, 36.057121]]
184646373		Ipsilantou	Ave		900.0	998.0	901.0	999.0	[[24.909065000000012, 36.056821], [24.907865000000015, 36.056221]]
184646374	S	Livaniou	St		201.0	299.0	200.0	298.0	[[24.909065000000012, 36.056821], [24.909465000000026, 36.055321]]
184646375		Ipsilantou	Ave		800.0	898.0	801.0	899.0	[[24.909065000000012, 36.056821]]
184646376	S	Bulevar	St		1000.0	1098.0	1001.0	1099.0	[[24.908065000000022, 36.055221], [24.906665000000018, 36.055020999999996]]
184646377	S	Livit	St		301.0	399.0	300.0	398.0	[[24.908065000000022, 36.055221], [24.908365000000018, 36.054121]]
184646378	S	Livit	St		401.0	499.0	400.0	498.0	[[24.908365000000018, 36.054121], [24.90846500000002, 36.053121]]
184646380	S	Livit	St		501.0	599.0	500.0	598.0	[[24.90846500000002, 36.053121], [24.908765000000017, 36.052121]]
184646381	S	Bulevar	St		900.0	998.0	901.0	999.0	[[24.909465000000026, 36.055321], [24.908065000000022, 36.055221]]
184646382	S	Livaniou	St		301.0	399.0	300.0	398.0	[[24.909465000000026, 36.055321], [24.909665000000018, 36.054321]]
184646383	S	Dimitriou	St		900.0	998.0	901.0	999.0	[[24.909665000000018, 36.054321], [24.908365000000018, 36.054121]]
184646384	S	Livaniou	St		401.0	499.0	400.0	498.0	[[24.909665000000018, 36.054321], [24.909965000000014, 36.053321]]
184646385	S	Edessis	St		900.0	998.0	901.0	999.0	[[24.909965000000014, 36.053321], [24.90846500000002, 36.053121]]
184646386	S	Livaniou	St		501.0	599.0	500.0	598.0	[[24.909965000000014, 36.053321]]
184646450	N	Aveny	St						[[24.89820500000002, 36.069383], [24.898065000000017, 36.069421]]
184646647	N	Els	St		2600.0	2698.0	2601.0	2699.0	[[24.889865000000015, 36.052020999999996], [24.888665000000017, 36.052020999999996]]
184646648	N	Palmant	St		600.0	798.0	601.0	799.0	[[24.888965000000013, 36.050321], [24.888665000000017, 36.052020999999996]]
184646649	N	Els	St		2512.0	2598.0	2501.0	2599.0	[[24.890965000000023, 36.052020999999996], [24.889865000000015, 36.052020999999996]]
184646650	N	Jav	St		600.0	798.0	601.0	799.0	[[24.890165000000025, 36.050321], [24.889865000000015, 36.052020999999996]]
